Taxa,Metabolite,Potential Score
Saprospira,Melatonin,1.128614e-05
Saprospira,5-Hydroxykynurenamine,2.571379e-05
Saprospira,Indole-3-acetate,6.759327e-01
Saprospira,Tryptamine,2.702877e-05
Scardovia,Serotonin,1.664603e-04
Scardovia,L-Formylkynurenine,1.669631e-05
Scardovia,L-Kynurenine,1.746247e-05
Scardovia,3-Hydroxyanthranilate,1.810823e-05
Scardovia,Anthranilate,3.193123e-05
Scardovia,Indole-3-acetaldehyde,3.574406e-01
Scardovia,Melatonin,1.121071e-05
Scardovia,5-Hydroxykynurenamine,1.678208e-04
Scardovia,Indole-3-acetate,4.292026e-02
Scardovia,Tryptamine,1.544170e-04
Schaalia,Serotonin,1.447424e-05
Schaalia,L-Formylkynurenine,1.549465e-05
Schaalia,L-Kynurenine,1.628667e-05
Schaalia,3-Hydroxyanthranilate,1.677612e-05
Schaalia,Anthranilate,3.180141e-05
Schaalia,Indole-3-acetaldehyde,3.155278e-01
Schaalia,Melatonin,1.116283e-05
Schaalia,5-Hydroxykynurenamine,1.441835e-05
Schaalia,Indole-3-acetate,2.541770e-02
Schaalia,Tryptamine,1.436016e-05
Schleiferia,Serotonin,2.601235e-05
Schleiferia,L-Formylkynurenine,1.947033e-05
Schleiferia,L-Kynurenine,2.010548e-05
Schleiferia,3-Hydroxyanthranilate,2.121060e-05
Schleiferia,Anthranilate,3.211952e-05
Schleiferia,Indole-3-acetaldehyde,1.559063e-01
Schleiferia,Melatonin,1.128614e-05
Schleiferia,5-Hydroxykynurenamine,2.571379e-05
Schleiferia,Indole-3-acetate,6.759327e-01
Schleiferia,Tryptamine,2.702877e-05
Schleiferilactobacillus,Serotonin,2.600857e-05
Schleiferilactobacillus,L-Formylkynurenine,1.946932e-05
Schleiferilactobacillus,L-Kynurenine,2.010428e-05
Schleiferilactobacillus,3-Hydroxyanthranilate,2.120902e-05
Schleiferilactobacillus,Anthranilate,3.211361e-05
Schleiferilactobacillus,Indole-3-acetaldehyde,8.886254e-02
Schleiferilactobacillus,Melatonin,1.128690e-05
Schleiferilactobacillus,5-Hydroxykynurenamine,2.571016e-05
Schleiferilactobacillus,Indole-3-acetate,6.575016e-02
Schleiferilactobacillus,Tryptamine,2.702447e-05
Schlesneria,Serotonin,1.270730e-03
Schlesneria,L-Formylkynurenine,1.833545e-05
Schlesneria,L-Kynurenine,1.903914e-05
Schlesneria,3-Hydroxyanthranilate,1.993552e-05
Schlesneria,Anthranilate,3.205807e-05
Schlesneria,Indole-3-acetaldehyde,7.423324e-01
Schlesneria,Melatonin,1.126046e-05
Schlesneria,5-Hydroxykynurenamine,1.287498e-03
Schlesneria,Indole-3-acetate,5.231950e-01
Schlesneria,Tryptamine,1.144555e-03
Schnuerera,Serotonin,2.601235e-05
Schnuerera,L-Formylkynurenine,1.947033e-05
Schnuerera,L-Kynurenine,2.010548e-05
Schnuerera,3-Hydroxyanthranilate,2.121060e-05
Schnuerera,Anthranilate,3.211952e-05
Schnuerera,Indole-3-acetaldehyde,1.559063e-01
Schnuerera,Melatonin,1.128614e-05
Schnuerera,5-Hydroxykynurenamine,2.571379e-05
Schnuerera,Indole-3-acetate,1.004830e-01
Schnuerera,Tryptamine,2.702877e-05
Sciscionella,Serotonin,2.601235e-05
Sciscionella,L-Formylkynurenine,1.947033e-05
Sciscionella,L-Kynurenine,2.010548e-05
Sciscionella,3-Hydroxyanthranilate,2.121060e-05
Sciscionella,Anthranilate,3.211952e-05
Sciscionella,Indole-3-acetaldehyde,1.559063e-01
Sciscionella,Melatonin,1.128614e-05
Sciscionella,5-Hydroxykynurenamine,2.571379e-05
Sciscionella,Indole-3-acetate,6.759327e-01
Sciscionella,Tryptamine,2.702877e-05
Scytonema,Serotonin,2.601046e-05
Scytonema,L-Formylkynurenine,1.946982e-05
Scytonema,L-Kynurenine,2.010488e-05
Scytonema,3-Hydroxyanthranilate,2.120981e-05
Scytonema,Anthranilate,3.211656e-05
Scytonema,Indole-3-acetaldehyde,8.322840e-01
Scytonema,Melatonin,1.128652e-05
Scytonema,5-Hydroxykynurenamine,2.571198e-05
Scytonema,Indole-3-acetate,8.331987e-01
Scytonema,Tryptamine,2.702662e-05
Sebaldella,Serotonin,2.144832e-05
Sebaldella,L-Formylkynurenine,1.833545e-05
Sebaldella,L-Kynurenine,1.903914e-05
Sebaldella,3-Hydroxyanthranilate,1.993552e-05
Sebaldella,Anthranilate,3.205807e-05
Sebaldella,Indole-3-acetaldehyde,7.423324e-01
Sebaldella,Melatonin,1.126046e-05
Sebaldella,5-Hydroxykynurenamine,2.126944e-05
Sebaldella,Indole-3-acetate,7.848839e-02
Sebaldella,Tryptamine,2.186001e-05
Secundilactobacillus,Serotonin,2.600104e-05
Secundilactobacillus,L-Formylkynurenine,1.946729e-05
Secundilactobacillus,L-Kynurenine,2.010189e-05
Secundilactobacillus,3-Hydroxyanthranilate,2.120589e-05
Secundilactobacillus,Anthranilate,3.210182e-05
Secundilactobacillus,Indole-3-acetaldehyde,1.684687e-01
Secundilactobacillus,Melatonin,1.128843e-05
Secundilactobacillus,5-Hydroxykynurenamine,2.570291e-05
Secundilactobacillus,Indole-3-acetate,3.988138e-02
Secundilactobacillus,Tryptamine,2.701589e-05
Sedimenticola,Serotonin,2.601046e-05
Sedimenticola,L-Formylkynurenine,1.946982e-05
Sedimenticola,L-Kynurenine,2.010488e-05
Sedimenticola,3-Hydroxyanthranilate,2.120981e-05
Sedimenticola,Anthranilate,3.211656e-05
Sedimenticola,Indole-3-acetaldehyde,8.322840e-01
Sedimenticola,Melatonin,1.128652e-05
Sedimenticola,5-Hydroxykynurenamine,2.571198e-05
Sedimenticola,Indole-3-acetate,8.331987e-01
Sedimenticola,Tryptamine,2.702662e-05
Sedimentitalea,Serotonin,2.601235e-05
Sedimentitalea,L-Formylkynurenine,1.947033e-05
Sedimentitalea,L-Kynurenine,2.010548e-05
Sedimentitalea,3-Hydroxyanthranilate,2.121060e-05
Sedimentitalea,Anthranilate,3.211952e-05
Sedimentitalea,Indole-3-acetaldehyde,1.559063e-01
Sedimentitalea,Melatonin,1.128614e-05
Sedimentitalea,5-Hydroxykynurenamine,2.571379e-05
Sedimentitalea,Indole-3-acetate,1.004830e-01
Sedimentitalea,Tryptamine,2.702877e-05
Sediminibacillus,Serotonin,2.601046e-05
Sediminibacillus,L-Formylkynurenine,1.946982e-05
Sediminibacillus,L-Kynurenine,2.010488e-05
Sediminibacillus,3-Hydroxyanthranilate,2.120981e-05
Sediminibacillus,Anthranilate,3.211656e-05
Sediminibacillus,Indole-3-acetaldehyde,4.231308e-01
Sediminibacillus,Melatonin,1.128652e-05
Sediminibacillus,5-Hydroxykynurenamine,2.571198e-05
Sediminibacillus,Indole-3-acetate,7.893972e-02
Sediminibacillus,Tryptamine,2.702662e-05
Sediminibacterium,Serotonin,2.601046e-05
Sediminibacterium,L-Formylkynurenine,1.946982e-05
Sediminibacterium,L-Kynurenine,2.010488e-05
Sediminibacterium,3-Hydroxyanthranilate,2.120981e-05
Sediminibacterium,Anthranilate,3.211656e-05
Sediminibacterium,Indole-3-acetaldehyde,4.231308e-01
Sediminibacterium,Melatonin,1.128652e-05
Sediminibacterium,5-Hydroxykynurenamine,2.571198e-05
Sediminibacterium,Indole-3-acetate,3.713517e-01
Sediminibacterium,Tryptamine,2.702662e-05
Sediminimonas,Serotonin,2.601235e-05
Sediminimonas,L-Formylkynurenine,1.947033e-05
Sediminimonas,L-Kynurenine,2.010548e-05
Sediminimonas,3-Hydroxyanthranilate,2.121060e-05
Sediminimonas,Anthranilate,3.211952e-05
Sediminimonas,Indole-3-acetaldehyde,1.559063e-01
Sediminimonas,Melatonin,1.128614e-05
Sediminimonas,5-Hydroxykynurenamine,2.571379e-05
Sediminimonas,Indole-3-acetate,1.004830e-01
Sediminimonas,Tryptamine,2.702877e-05
Sediminispirochaeta,Serotonin,2.601235e-05
Sediminispirochaeta,L-Formylkynurenine,1.947033e-05
Sediminispirochaeta,L-Kynurenine,2.010548e-05
Sediminispirochaeta,3-Hydroxyanthranilate,2.121060e-05
Sediminispirochaeta,Anthranilate,3.211952e-05
Sediminispirochaeta,Indole-3-acetaldehyde,1.559063e-01
Sediminispirochaeta,Melatonin,1.128614e-05
Sediminispirochaeta,5-Hydroxykynurenamine,2.571379e-05
Sediminispirochaeta,Indole-3-acetate,6.759327e-01
Sediminispirochaeta,Tryptamine,2.702877e-05
Segetibacter,Serotonin,2.601235e-05
Segetibacter,L-Formylkynurenine,1.947033e-05
Segetibacter,L-Kynurenine,2.010548e-05
Segetibacter,3-Hydroxyanthranilate,2.121060e-05
Segetibacter,Anthranilate,3.211952e-05
Segetibacter,Indole-3-acetaldehyde,1.559063e-01
Segetibacter,Melatonin,1.128614e-05
Segetibacter,5-Hydroxykynurenamine,2.571379e-05
Segetibacter,Indole-3-acetate,1.004830e-01
Segetibacter,Tryptamine,2.702877e-05
Segniliparus,Serotonin,2.144784e-05
Segniliparus,L-Formylkynurenine,1.833523e-05
Segniliparus,L-Kynurenine,1.903883e-05
Segniliparus,3-Hydroxyanthranilate,1.993511e-05
Segniliparus,Anthranilate,3.205516e-05
Segniliparus,Indole-3-acetaldehyde,8.487125e-01
Segniliparus,Melatonin,1.126084e-05
Segniliparus,5-Hydroxykynurenamine,2.126898e-05
Segniliparus,Indole-3-acetate,6.519629e-02
Segniliparus,Tryptamine,2.185949e-05
Seinonella,Serotonin,2.601235e-05
Seinonella,L-Formylkynurenine,1.947033e-05
Seinonella,L-Kynurenine,2.010548e-05
Seinonella,3-Hydroxyanthranilate,2.121060e-05
Seinonella,Anthranilate,3.211952e-05
Seinonella,Indole-3-acetaldehyde,1.559063e-01
Seinonella,Melatonin,1.128614e-05
Seinonella,5-Hydroxykynurenamine,2.571379e-05
Seinonella,Indole-3-acetate,1.004830e-01
Seinonella,Tryptamine,2.702877e-05
Selenihalanaerobacter,Serotonin,2.601235e-05
Selenihalanaerobacter,L-Formylkynurenine,1.947033e-05
Selenihalanaerobacter,L-Kynurenine,2.010548e-05
Selenihalanaerobacter,3-Hydroxyanthranilate,2.121060e-05
Selenihalanaerobacter,Anthranilate,3.211952e-05
Selenihalanaerobacter,Indole-3-acetaldehyde,7.048002e-01
Selenihalanaerobacter,Melatonin,1.128614e-05
Selenihalanaerobacter,5-Hydroxykynurenamine,2.571379e-05
Selenihalanaerobacter,Indole-3-acetate,6.759327e-01
Selenihalanaerobacter,Tryptamine,2.702877e-05
Selenomonas,Serotonin,1.271028e-05
Selenomonas,L-Formylkynurenine,1.453995e-05
Selenomonas,L-Kynurenine,1.534305e-05
Selenomonas,3-Hydroxyanthranilate,1.572170e-05
Selenomonas,Anthranilate,3.168501e-05
Selenomonas,Indole-3-acetaldehyde,5.882855e-01
Selenomonas,Melatonin,1.111445e-05
Selenomonas,5-Hydroxykynurenamine,1.267729e-05
Selenomonas,Indole-3-acetate,3.437119e-01
Selenomonas,Tryptamine,1.251502e-05
Sellimonas,Serotonin,2.144832e-05
Sellimonas,L-Formylkynurenine,1.833545e-05
Sellimonas,L-Kynurenine,1.903914e-05
Sellimonas,3-Hydroxyanthranilate,1.993552e-05
Sellimonas,Anthranilate,3.205807e-05
Sellimonas,Indole-3-acetaldehyde,7.423324e-01
Sellimonas,Melatonin,1.126046e-05
Sellimonas,5-Hydroxykynurenamine,2.126944e-05
Sellimonas,Indole-3-acetate,5.231950e-01
Sellimonas,Tryptamine,2.186001e-05
Senegalimassilia,Serotonin,2.144832e-05
Senegalimassilia,L-Formylkynurenine,1.833545e-05
Senegalimassilia,L-Kynurenine,1.903914e-05
Senegalimassilia,3-Hydroxyanthranilate,1.993552e-05
Senegalimassilia,Anthranilate,3.205807e-05
Senegalimassilia,Indole-3-acetaldehyde,7.423324e-01
Senegalimassilia,Melatonin,1.126046e-05
Senegalimassilia,5-Hydroxykynurenamine,2.126944e-05
Senegalimassilia,Indole-3-acetate,5.231950e-01
Senegalimassilia,Tryptamine,2.186001e-05
Serinicoccus,Serotonin,2.600857e-05
Serinicoccus,L-Formylkynurenine,1.946932e-05
Serinicoccus,L-Kynurenine,2.010428e-05
Serinicoccus,3-Hydroxyanthranilate,2.120902e-05
Serinicoccus,Anthranilate,3.211361e-05
Serinicoccus,Indole-3-acetaldehyde,8.886254e-02
Serinicoccus,Melatonin,1.128690e-05
Serinicoccus,5-Hydroxykynurenamine,2.571016e-05
Serinicoccus,Indole-3-acetate,6.575016e-02
Serinicoccus,Tryptamine,2.702447e-05
Serratia,Serotonin,7.004115e-04
Serratia,L-Formylkynurenine,2.269313e-03
Serratia,L-Kynurenine,1.746237e-05
Serratia,3-Hydroxyanthranilate,1.810803e-05
Serratia,Anthranilate,3.192557e-05
Serratia,Indole-3-acetaldehyde,9.430902e-01
Serratia,Melatonin,1.121148e-05
Serratia,5-Hydroxykynurenamine,7.082316e-04
Serratia,Indole-3-acetate,2.604033e-01
Serratia,Tryptamine,6.380527e-04
Sharpea,Serotonin,2.601235e-05
Sharpea,L-Formylkynurenine,1.947033e-05
Sharpea,L-Kynurenine,2.010548e-05
Sharpea,3-Hydroxyanthranilate,2.121060e-05
Sharpea,Anthranilate,3.211952e-05
Sharpea,Indole-3-acetaldehyde,1.559063e-01
Sharpea,Melatonin,1.128614e-05
Sharpea,5-Hydroxykynurenamine,2.571379e-05
Sharpea,Indole-3-acetate,1.004830e-01
Sharpea,Tryptamine,2.702877e-05
Shewanella,Serotonin,1.271102e-05
Shewanella,L-Formylkynurenine,1.454074e-05
Shewanella,L-Kynurenine,1.534366e-05
Shewanella,3-Hydroxyanthranilate,1.572220e-05
Shewanella,Anthranilate,3.167166e-05
Shewanella,Indole-3-acetaldehyde,4.353428e-01
Shewanella,Melatonin,1.111639e-05
Shewanella,5-Hydroxykynurenamine,1.267804e-05
Shewanella,Indole-3-acetate,1.695459e-02
Shewanella,Tryptamine,1.251575e-05
Shigella,Serotonin,1.141521e-03
Shigella,L-Formylkynurenine,1.605647e-05
Shigella,L-Kynurenine,1.683825e-05
Shigella,3-Hydroxyanthranilate,1.739835e-05
Shigella,Anthranilate,3.186876e-05
Shigella,Indole-3-acetaldehyde,8.552331e-02
Shigella,Melatonin,1.118625e-05
Shigella,5-Hydroxykynurenamine,1.154428e-03
Shigella,Indole-3-acetate,3.490473e-02
Shigella,Tryptamine,1.038787e-03
Shimazuella,Serotonin,2.601235e-05
Shimazuella,L-Formylkynurenine,1.947033e-05
Shimazuella,L-Kynurenine,2.010548e-05
Shimazuella,3-Hydroxyanthranilate,2.121060e-05
Shimazuella,Anthranilate,3.211952e-05
Shimazuella,Indole-3-acetaldehyde,1.559063e-01
Shimazuella,Melatonin,1.128614e-05
Shimazuella,5-Hydroxykynurenamine,2.571379e-05
Shimazuella,Indole-3-acetate,1.004830e-01
Shimazuella,Tryptamine,2.702877e-05
Shimia,Serotonin,2.600669e-05
Shimia,L-Formylkynurenine,1.946881e-05
Shimia,L-Kynurenine,2.010368e-05
Shimia,3-Hydroxyanthranilate,2.120824e-05
Shimia,Anthranilate,3.211066e-05
Shimia,Indole-3-acetaldehyde,7.297632e-02
Shimia,Melatonin,1.128729e-05
Shimia,5-Hydroxykynurenamine,2.570835e-05
Shimia,Indole-3-acetate,2.210478e-01
Shimia,Tryptamine,2.702233e-05
Shimwellia,Serotonin,2.601235e-05
Shimwellia,L-Formylkynurenine,1.947033e-05
Shimwellia,L-Kynurenine,2.010548e-05
Shimwellia,3-Hydroxyanthranilate,2.121060e-05
Shimwellia,Anthranilate,3.211952e-05
Shimwellia,Indole-3-acetaldehyde,7.048002e-01
Shimwellia,Melatonin,1.128614e-05
Shimwellia,5-Hydroxykynurenamine,2.571379e-05
Shimwellia,Indole-3-acetate,1.004830e-01
Shimwellia,Tryptamine,2.702877e-05
Shuttleworthia,Serotonin,2.144832e-05
Shuttleworthia,L-Formylkynurenine,1.833545e-05
Shuttleworthia,L-Kynurenine,1.903914e-05
Shuttleworthia,3-Hydroxyanthranilate,1.993552e-05
Shuttleworthia,Anthranilate,3.205807e-05
Shuttleworthia,Indole-3-acetaldehyde,7.423324e-01
Shuttleworthia,Melatonin,1.126046e-05
Shuttleworthia,5-Hydroxykynurenamine,2.126944e-05
Shuttleworthia,Indole-3-acetate,7.848839e-02
Shuttleworthia,Tryptamine,2.186001e-05
Siccibacter,Serotonin,2.601235e-05
Siccibacter,L-Formylkynurenine,1.947033e-05
Siccibacter,L-Kynurenine,2.010548e-05
Siccibacter,3-Hydroxyanthranilate,2.121060e-05
Siccibacter,Anthranilate,3.211952e-05
Siccibacter,Indole-3-acetaldehyde,1.559063e-01
Siccibacter,Melatonin,1.128614e-05
Siccibacter,5-Hydroxykynurenamine,2.571379e-05
Siccibacter,Indole-3-acetate,1.004830e-01
Siccibacter,Tryptamine,2.702877e-05
Sideroxydans,Serotonin,2.144832e-05
Sideroxydans,L-Formylkynurenine,1.833545e-05
Sideroxydans,L-Kynurenine,1.903914e-05
Sideroxydans,3-Hydroxyanthranilate,1.993552e-05
Sideroxydans,Anthranilate,3.205807e-05
Sideroxydans,Indole-3-acetaldehyde,7.423324e-01
Sideroxydans,Melatonin,1.126046e-05
Sideroxydans,5-Hydroxykynurenamine,2.126944e-05
Sideroxydans,Indole-3-acetate,7.848839e-02
Sideroxydans,Tryptamine,2.186001e-05
Silanimonas,Serotonin,1.270730e-03
Silanimonas,L-Formylkynurenine,4.791251e-03
Silanimonas,L-Kynurenine,1.903914e-05
Silanimonas,3-Hydroxyanthranilate,5.005887e-03
Silanimonas,Anthranilate,3.205807e-05
Silanimonas,Indole-3-acetaldehyde,1.686427e-01
Silanimonas,Melatonin,1.126046e-05
Silanimonas,5-Hydroxykynurenamine,1.287498e-03
Silanimonas,Indole-3-acetate,7.848839e-02
Silanimonas,Tryptamine,1.144555e-03
Silvibacterium,Serotonin,2.601235e-05
Silvibacterium,L-Formylkynurenine,1.947033e-05
Silvibacterium,L-Kynurenine,2.010548e-05
Silvibacterium,3-Hydroxyanthranilate,2.121060e-05
Silvibacterium,Anthranilate,3.211952e-05
Silvibacterium,Indole-3-acetaldehyde,1.559063e-01
Silvibacterium,Melatonin,1.128614e-05
Silvibacterium,5-Hydroxykynurenamine,2.571379e-05
Silvibacterium,Indole-3-acetate,1.004830e-01
Silvibacterium,Tryptamine,2.702877e-05
Simiduia,Serotonin,2.601235e-05
Simiduia,L-Formylkynurenine,1.947033e-05
Simiduia,L-Kynurenine,2.010548e-05
Simiduia,3-Hydroxyanthranilate,2.121060e-05
Simiduia,Anthranilate,3.211952e-05
Simiduia,Indole-3-acetaldehyde,7.048002e-01
Simiduia,Melatonin,1.128614e-05
Simiduia,5-Hydroxykynurenamine,2.571379e-05
Simiduia,Indole-3-acetate,1.004830e-01
Simiduia,Tryptamine,2.702877e-05
Simkania,Serotonin,2.601235e-05
Simkania,L-Formylkynurenine,1.947033e-05
Simkania,L-Kynurenine,2.010548e-05
Simkania,3-Hydroxyanthranilate,2.121060e-05
Simkania,Anthranilate,3.211952e-05
Simkania,Indole-3-acetaldehyde,1.559063e-01
Simkania,Melatonin,1.128614e-05
Simkania,5-Hydroxykynurenamine,2.571379e-05
Simkania,Indole-3-acetate,1.004830e-01
Simkania,Tryptamine,2.702877e-05
Simonsiella,Serotonin,2.144832e-05
Simonsiella,L-Formylkynurenine,1.833545e-05
Simonsiella,L-Kynurenine,1.903914e-05
Simonsiella,3-Hydroxyanthranilate,1.993552e-05
Simonsiella,Anthranilate,3.205807e-05
Simonsiella,Indole-3-acetaldehyde,1.686427e-01
Simonsiella,Melatonin,1.126046e-05
Simonsiella,5-Hydroxykynurenamine,2.126944e-05
Simonsiella,Indole-3-acetate,7.848839e-02
Simonsiella,Tryptamine,2.186001e-05
Simplicispira,Serotonin,2.601235e-05
Simplicispira,L-Formylkynurenine,1.947033e-05
Simplicispira,L-Kynurenine,2.010548e-05
Simplicispira,3-Hydroxyanthranilate,2.121060e-05
Simplicispira,Anthranilate,3.211952e-05
Simplicispira,Indole-3-acetaldehyde,1.559063e-01
Simplicispira,Melatonin,1.128614e-05
Simplicispira,5-Hydroxykynurenamine,2.571379e-05
Simplicispira,Indole-3-acetate,1.004830e-01
Simplicispira,Tryptamine,2.702877e-05
Singulisphaera,Serotonin,2.601235e-05
Singulisphaera,L-Formylkynurenine,1.947033e-05
Singulisphaera,L-Kynurenine,2.010548e-05
Singulisphaera,3-Hydroxyanthranilate,2.121060e-05
Singulisphaera,Anthranilate,3.211952e-05
Singulisphaera,Indole-3-acetaldehyde,7.048002e-01
Singulisphaera,Melatonin,1.128614e-05
Singulisphaera,5-Hydroxykynurenamine,2.571379e-05
Singulisphaera,Indole-3-acetate,6.759327e-01
Singulisphaera,Tryptamine,2.702877e-05
Sinomicrobium,Serotonin,2.601235e-05
Sinomicrobium,L-Formylkynurenine,1.947033e-05
Sinomicrobium,L-Kynurenine,2.010548e-05
Sinomicrobium,3-Hydroxyanthranilate,2.121060e-05
Sinomicrobium,Anthranilate,3.211952e-05
Sinomicrobium,Indole-3-acetaldehyde,1.559063e-01
Sinomicrobium,Melatonin,1.128614e-05
Sinomicrobium,5-Hydroxykynurenamine,2.571379e-05
Sinomicrobium,Indole-3-acetate,1.004830e-01
Sinomicrobium,Tryptamine,2.702877e-05
Sinomonas,Serotonin,2.600857e-05
Sinomonas,L-Formylkynurenine,1.946932e-05
Sinomonas,L-Kynurenine,2.010428e-05
Sinomonas,3-Hydroxyanthranilate,2.120902e-05
Sinomonas,Anthranilate,3.211361e-05
Sinomonas,Indole-3-acetaldehyde,3.185612e-01
Sinomonas,Melatonin,1.128690e-05
Sinomonas,5-Hydroxykynurenamine,2.571016e-05
Sinomonas,Indole-3-acetate,6.575016e-02
Sinomonas,Tryptamine,2.702447e-05
Sinorhizobium,Serotonin,1.702295e-05
Sinorhizobium,L-Formylkynurenine,1.669632e-05
Sinorhizobium,L-Kynurenine,1.746242e-05
Sinorhizobium,3-Hydroxyanthranilate,1.810813e-05
Sinorhizobium,Anthranilate,3.192840e-05
Sinorhizobium,Indole-3-acetaldehyde,2.851370e-01
Sinorhizobium,Melatonin,1.121109e-05
Sinorhizobium,5-Hydroxykynurenamine,1.692835e-05
Sinorhizobium,Indole-3-acetate,3.871481e-02
Sinorhizobium,Tryptamine,1.706116e-05
Sinosporangium,Serotonin,2.601235e-05
Sinosporangium,L-Formylkynurenine,1.947033e-05
Sinosporangium,L-Kynurenine,2.010548e-05
Sinosporangium,3-Hydroxyanthranilate,2.121060e-05
Sinosporangium,Anthranilate,3.211952e-05
Sinosporangium,Indole-3-acetaldehyde,1.559063e-01
Sinosporangium,Melatonin,1.128614e-05
Sinosporangium,5-Hydroxykynurenamine,2.571379e-05
Sinosporangium,Indole-3-acetate,1.004830e-01
Sinosporangium,Tryptamine,2.702877e-05
Siphonobacter,Serotonin,2.601235e-05
Siphonobacter,L-Formylkynurenine,1.947033e-05
Siphonobacter,L-Kynurenine,2.010548e-05
Siphonobacter,3-Hydroxyanthranilate,2.121060e-05
Siphonobacter,Anthranilate,3.211952e-05
Siphonobacter,Indole-3-acetaldehyde,1.559063e-01
Siphonobacter,Melatonin,1.128614e-05
Siphonobacter,5-Hydroxykynurenamine,2.571379e-05
Siphonobacter,Indole-3-acetate,1.004830e-01
Siphonobacter,Tryptamine,2.702877e-05
Skermanella,Serotonin,2.144784e-05
Skermanella,L-Formylkynurenine,1.833523e-05
Skermanella,L-Kynurenine,1.903883e-05
Skermanella,3-Hydroxyanthranilate,1.993511e-05
Skermanella,Anthranilate,3.205516e-05
Skermanella,Indole-3-acetaldehyde,1.196129e-01
Skermanella,Melatonin,1.126084e-05
Skermanella,5-Hydroxykynurenamine,2.126898e-05
Skermanella,Indole-3-acetate,6.519629e-02
Skermanella,Tryptamine,2.185949e-05
Skermania,Serotonin,2.601235e-05
Skermania,L-Formylkynurenine,1.947033e-05
Skermania,L-Kynurenine,2.010548e-05
Skermania,3-Hydroxyanthranilate,2.121060e-05
Skermania,Anthranilate,3.211952e-05
Skermania,Indole-3-acetaldehyde,7.048002e-01
Skermania,Melatonin,1.128614e-05
Skermania,5-Hydroxykynurenamine,2.571379e-05
Skermania,Indole-3-acetate,1.004830e-01
Skermania,Tryptamine,2.702877e-05
Slackia,Serotonin,1.702296e-05
Slackia,L-Formylkynurenine,1.669631e-05
Slackia,L-Kynurenine,1.746247e-05
Slackia,3-Hydroxyanthranilate,1.810823e-05
Slackia,Anthranilate,3.193123e-05
Slackia,Indole-3-acetaldehyde,1.021900e-01
Slackia,Melatonin,1.121071e-05
Slackia,5-Hydroxykynurenamine,1.692836e-05
Slackia,Indole-3-acetate,7.820286e-01
Slackia,Tryptamine,1.706118e-05
Smaragdicoccus,Serotonin,2.601235e-05
Smaragdicoccus,L-Formylkynurenine,1.947033e-05
Smaragdicoccus,L-Kynurenine,2.010548e-05
Smaragdicoccus,3-Hydroxyanthranilate,2.121060e-05
Smaragdicoccus,Anthranilate,3.211952e-05
Smaragdicoccus,Indole-3-acetaldehyde,1.559063e-01
Smaragdicoccus,Melatonin,1.128614e-05
Smaragdicoccus,5-Hydroxykynurenamine,2.571379e-05
Smaragdicoccus,Indole-3-acetate,1.004830e-01
Smaragdicoccus,Tryptamine,2.702877e-05
Sneathia,Serotonin,2.144784e-05
Sneathia,L-Formylkynurenine,1.833523e-05
Sneathia,L-Kynurenine,1.903883e-05
Sneathia,3-Hydroxyanthranilate,1.993511e-05
Sneathia,Anthranilate,3.205516e-05
Sneathia,Indole-3-acetaldehyde,4.436974e-01
Sneathia,Melatonin,1.126084e-05
Sneathia,5-Hydroxykynurenamine,2.126898e-05
Sneathia,Indole-3-acetate,6.519629e-02
Sneathia,Tryptamine,2.185949e-05
Sneathiella,Serotonin,2.601235e-05
Sneathiella,L-Formylkynurenine,1.947033e-05
Sneathiella,L-Kynurenine,2.010548e-05
Sneathiella,3-Hydroxyanthranilate,2.121060e-05
Sneathiella,Anthranilate,3.211952e-05
Sneathiella,Indole-3-acetaldehyde,7.048002e-01
Sneathiella,Melatonin,1.128614e-05
Sneathiella,5-Hydroxykynurenamine,2.571379e-05
Sneathiella,Indole-3-acetate,1.004830e-01
Sneathiella,Tryptamine,2.702877e-05
Snodgrassella,Serotonin,2.601235e-05
Snodgrassella,L-Formylkynurenine,1.947033e-05
Snodgrassella,L-Kynurenine,2.010548e-05
Snodgrassella,3-Hydroxyanthranilate,2.121060e-05
Snodgrassella,Anthranilate,3.211952e-05
Snodgrassella,Indole-3-acetaldehyde,1.559063e-01
Snodgrassella,Melatonin,1.128614e-05
Snodgrassella,5-Hydroxykynurenamine,2.571379e-05
Snodgrassella,Indole-3-acetate,1.004830e-01
Snodgrassella,Tryptamine,2.702877e-05
Sodalis,Serotonin,2.601235e-05
Sodalis,L-Formylkynurenine,1.947033e-05
Sodalis,L-Kynurenine,2.010548e-05
Sodalis,3-Hydroxyanthranilate,2.121060e-05
Sodalis,Anthranilate,3.211952e-05
Sodalis,Indole-3-acetaldehyde,1.559063e-01
Sodalis,Melatonin,1.128614e-05
Sodalis,5-Hydroxykynurenamine,2.571379e-05
Sodalis,Indole-3-acetate,1.004830e-01
Sodalis,Tryptamine,2.702877e-05
Solibacillus,Serotonin,2.601235e-05
Solibacillus,L-Formylkynurenine,1.947033e-05
Solibacillus,L-Kynurenine,2.010548e-05
Solibacillus,3-Hydroxyanthranilate,2.121060e-05
Solibacillus,Anthranilate,3.211952e-05
Solibacillus,Indole-3-acetaldehyde,1.559063e-01
Solibacillus,Melatonin,1.128614e-05
Solibacillus,5-Hydroxykynurenamine,2.571379e-05
Solibacillus,Indole-3-acetate,1.004830e-01
Solibacillus,Tryptamine,2.702877e-05
Solimonas,Serotonin,2.600857e-05
